id,nome,cpf,email,telefone,endereco,data_nascimento,profissao,salario,estado_civil
130,Maria Sophia Viana,821.974.036-13,eduardo77@goncalves.com,61 4648-3026,"Avenida de Cardoso, 43, Novo Santa Cecilia, 67354110 Caldeira do Amparo / ES",1951-02-03,Mágico,80347,Solteiro
131,Sr. Pedro Lucas Oliveira,904.736.185-75,ggoncalves@yahoo.com.br,51 0737 4552,"Aeroporto Martins, Barroca, 55899136 Pinto de Lopes / AM",1954-08-14,Ferramenteiro,58318,Viúvo
132,Luiz Felipe da Paz,863.095.274-10,yfreitas@pereira.com,+55 51 8005 8190,"Setor Araújo, 83, Pirineus, 55704-864 Cardoso Paulista / RJ",1982-10-30,Bóia-fria,87129,Solteiro
133,Carolina Farias,853.941.760-00,epereira@uol.com.br,+55 (084) 5294-5722,"Fazenda Viana, 60, Flavio De Oliveira, 55437-772 da Luz / AM",1971-05-09,Capelão,86966,Casado
134,Maria Fernanda da Cruz,680.439.215-98,fgomes@viana.org,84 7849 2325,"Recanto Sophia Moura, Mangueiras, 48592-602 Silva / RJ",1988-05-14,Artista de circo,93115,Solteiro
135,Nina Ramos,521.830.674-62,meloana-vitoria@bol.com.br,(071) 2345 1277,"Lago de Cardoso, Jardim São José, 36083-776 Monteiro / AL",1954-10-22,Frentista,54041,Divorciado
136,Maria Luiza da Mata,460.918.532-60,davi-lucca44@hotmail.com,(041) 0379 3320,"Rodovia de Freitas, 4, Providencia, 37598694 Cardoso do Campo / PI",1992-11-04,Copeiro,49747,Viúvo
137,Maria Luiza Pereira,582.793.146-28,isabellima@yahoo.com.br,11 1984-4086,"Lagoa Oliveira, 42, Dom Joaquim, 73756-912 Duarte / SP",1993-11-20,Tecnólogo em esporte e lazer,8645,Viúvo
138,Dr. Luigi Lopes,548.106.732-35,valentina57@farias.br,(041) 6971-3360,"Trevo Marina da Luz, 94, Satelite, 17038-614 das Neves de da Cunha / PE",2001-12-14,Ferramenteiro,71135,Solteiro
139,Rafael Moraes,097.182.463-04,bsantos@pereira.br,+55 84 2098-4738,"Núcleo Costa, 4, Santa Inês, 18830-912 Cardoso do Campo / SE",1983-08-29,Recreador,81588,Viúvo
140,Camila Jesus,503.467.182-44,davi-lucas48@porto.br,+55 (084) 4171 0539,"Rua Marcela Rezende, 86, São Lucas, 58095857 Moraes de Goiás / DF",1942-07-09,Cientista político,85309,Viúvo
141,Evelyn Porto,375.614.982-09,luiz-henrique81@ramos.org,+55 84 5331-6509,"Colônia Aragão, 385, Vila Da Luz, 26084-591 Gomes de Novaes / RO",1991-04-17,Engenheiro sanitarista,2242,Solteiro
142,Luiz Felipe Dias,630.948.157-66,vteixeira@hotmail.com,21 0077 3556,"Avenida Fernando Silveira, 84, Conjunto Minas Caixa, 29969973 Castro de da Luz / PE",1950-01-15,Comerciante,25872,Solteiro
143,Alice Pires,673.259.840-65,fernandaalves@uol.com.br,+55 51 2985 1372,"Vila Luana Oliveira, 8, Vila São Geraldo, 61507704 Duarte de Goiás / AM",1941-03-08,Corretor da bolsa de valores,25162,Divorciado
144,Lívia Cunha,632.754.890-38,carolinacastro@bol.com.br,+55 84 1190 1845,"Campo Joaquim da Cruz, 30, Vila Vista Alegre, 41218609 Gonçalves da Serra / MA",1953-09-14,Recreador,54982,Divorciado
145,Thiago Cavalcanti,803.947.625-92,melothomas@silva.br,61 5606 5706,"Distrito Duarte, 251, Luxemburgo, 42505-603 Alves do Campo / ES",1977-06-23,Instrumentador cirúrgico,90904,Casado
146,Isaac Pinto,540.917.362-70,clara68@bol.com.br,0800 090 6589,"Conjunto Miguel Rocha, 88, Vila Califórnia, 46559329 Lopes / PA",1937-06-24,Jogador de golfe,19493,Viúvo
147,Bernardo Mendes,095.823.467-10,castroenrico@azevedo.com,0500 781 3720,"Passarela Cunha, 857, Vila Piratininga, 60457-551 Rodrigues / PB",1998-07-14,Cartógrafo,16741,Solteiro
148,Cauã Vieira,975.643.802-92,guilherme99@cavalcanti.br,+55 (084) 7057 6886,"Praia da Paz, 640, Vila São Paulo, 92594-005 Almeida das Flores / AM",1978-09-14,Mestre-de-obras,76538,Solteiro
149,Diogo Caldeira,782.960.431-22,isis55@martins.org,(031) 2057 2996,"Pátio de da Mota, 642, Pantanal, 37885185 Monteiro dos Dourados / AP",1939-05-09,Engenheiro de som,98205,Solteiro
150,Dr. João Guilherme Dias,230.958.674-92,limaryan@oliveira.org,+55 (081) 7703-1936,"Distrito Correia, 71, Vila Das Oliveiras, 26872-594 Campos Paulista / ES",1944-12-03,Técnico em agropecuária,71442,Divorciado
151,Sofia Rocha,870.213.456-07,ujesus@monteiro.com,+55 81 1279-5864,"Aeroporto Alice Araújo, 5, Nazare, 12808-359 das Neves / SE",1960-03-28,Engenheiro elétrico,19482,Solteiro
152,Luna Rocha,930.245.876-83,cunhaamanda@ig.com.br,+55 (071) 5440 7272,"Praia Ferreira, 83, Delta, 74364-637 da Mota / MG",1977-05-07,Optometrista,86818,Divorciado
153,Alexia Azevedo,571.962.034-61,jda-mata@bol.com.br,84 4415-0590,"Loteamento de Teixeira, Atila De Paiva, 01278-648 Pires / MG",1999-11-07,Tecnólogo em papel e celulose,82240,Divorciado
154,Sarah Nogueira,752.316.408-08,joao-lucaspereira@bol.com.br,(051) 5470 3250,"Lago Larissa Moreira, 477, Tirol, 60895-144 Santos / RJ",1968-07-01,Gerente de inovações ou novos negócios,56403,Divorciado
155,Gabrielly Novaes,462.170.893-78,martinskevin@ig.com.br,+55 (041) 0498 0442,"Lago de Correia, 65, Inconfidência, 69560-673 Rodrigues / RJ",1938-08-06,Cadeirinha,25094,Divorciado
156,Cauã Moreira,842.063.917-69,maria-ceciliacorreia@azevedo.br,+55 81 9784-4936,"Rodovia de da Rocha, 75, Santa Isabel, 15586127 Cardoso / RJ",2002-12-23,Contatólogo,79811,Solteiro
157,Alexandre Rezende,708.245.916-58,wnunes@ig.com.br,+55 11 8517-4355,"Condomínio de Cardoso, 53, Esperança, 89701323 da Cruz das Pedras / GO",1946-03-11,Comissário de bordo,82360,Solteiro
158,Arthur Nogueira,351.867.042-53,cavalcantilorena@goncalves.org,+55 31 5211-9976,"Campo Valentina Lima, 44, Santa Inês, 41679395 Castro da Mata / AL",1942-02-14,Técnico tributarista,9053,Solteiro
159,Sophia Rodrigues,632.479.851-82,wda-conceicao@gmail.com,+55 61 9266 1609,"Estação de Cavalcanti, 748, Marajó, 66084591 Almeida / TO",1964-02-04,Tatuador,74175,Casado
160,Eduarda Carvalho,379.851.240-04,correiaana-clara@da.net,11 1750 8639,"Aeroporto Caldeira, Lorena, 63477-951 Azevedo da Serra / RJ",1968-01-08,Personal trainer,97925,Viúvo
161,Sr. Antônio Araújo,201.854.796-85,hviana@gomes.org,+55 (031) 6185-7068,"Quadra de da Mata, 11, Conjunto Lagoa, 63665-395 Mendes de Castro / MA",1974-08-19,Jogador de handebol,14407,Casado
162,Nina Costa,137.962.458-46,slima@nascimento.org,(021) 2458 2961,"Trecho Bernardo Moura, 210, São Gonçalo, 96515232 Oliveira / RO",1942-10-06,Produtor editorial,36949,Casado
163,Davi Luiz Novaes,621.954.387-46,elisa72@yahoo.com.br,31 2576 9710,"Aeroporto de Lopes, 625, Vila Independencia 3ª Seção, 88699611 Duarte de Ramos / SC",1960-02-19,Pedagogo,3344,Viúvo
164,Emanuelly Araújo,026.357.984-00,marcelacunha@monteiro.com,(021) 4282 4463,"Pátio Emanuella Sales, 391, Vila Havaí, 75722553 Gonçalves Alegre / MT",1958-10-22,Tecnólogo em produção moveleira,11534,Solteiro
165,Davi Lucca Moreira,914.672.530-06,dda-costa@hotmail.com,+55 61 0868-2406,"Esplanada de Costa, Santo André, 77187-095 Gonçalves de Minas / MT",1947-08-01,Técnico em óptica,5392,Casado
166,Sra. Marcela Nunes,287.965.041-02,luiza67@rezende.br,(041) 6224 4277,"Feira de Sales, Cdi Jatoba, 90205399 Lima / ES",1997-10-27,Profissional de marketing,95370,Viúvo
167,Ana Julia Souza,824.751.306-44,inogueira@rezende.net,(021) 5763 6026,"Campo Cardoso, 70, Caiçara - Adelaide, 63828007 Almeida / MG",1954-07-09,Engenheiro de computação,53254,Casado
168,Thales Novaes,310.782.954-41,joao-guilherme68@nascimento.com,+55 (021) 2004-2589,"Jardim Moreira, 5, Jardim Guanabara, 95502573 Pereira / CE",1991-10-27,Modelo,59979,Viúvo
169,Danilo Pires,695.803.247-00,brezende@cavalcanti.net,(081) 1746-7136,"Quadra Esther da Cunha, 975, Santa Branca, 59823-519 Moreira da Mata / CE",1995-07-11,Filósofo,93980,Divorciado
170,Raquel Farias,630.289.471-96,vicentebarbosa@uol.com.br,(031) 0079-9100,"Viaduto Emanuel Teixeira, 74, Fernão Dias, 10499438 Moreira / PR",1983-03-02,Designer de jóia,65562,Viúvo
171,Srta. Maysa Barbosa,927.304.851-04,moreiraclarice@bol.com.br,(071) 8816-8013,"Colônia de Vieira, 6, Minas Brasil, 91612-092 Gomes / DF",1975-08-01,Cancerologista ou Oncologista,67805,Divorciado
172,Sr. Thomas Rodrigues,984.726.351-55,rafaelaoliveira@uol.com.br,+55 (011) 9866-7589,"Trevo de da Paz, 261, Vila Fumec, 50178019 Lima do Campo / RR",1970-09-27,Ferramenteiro,24331,Solteiro
173,Vitor Vieira,418.395.607-20,yagomoreira@pinto.com,(041) 9869 2057,"Lagoa Silva, 54, Barão Homem De Melo 1ª Seção, 38559-978 Silveira / SE",1935-12-21,Patologista oral,50017,Solteiro
174,Caio Almeida,013.679.852-77,cda-luz@da.com,(051) 4860 8556,"Esplanada Maria Vitória Nascimento, 23, Vila Mantiqueira, 44823687 Barbosa da Praia / MS",2003-10-08,Apresentador,66176,Casado
175,Joaquim Cunha,097.652.183-03,ggomes@uol.com.br,81 3096 9389,"Jardim de Fogaça, 24, Vila Fumec, 55727534 Nascimento do Galho / MS",1989-09-29,Artista de circo,49089,Casado
176,Kevin Rezende,078.914.652-58,luizada-cunha@da.br,(031) 0585-5685,"Viela de Porto, 953, Santo Antônio, 21969754 Silveira dos Dourados / RS",1989-12-18,Tecnólogo em recursos pesqueiros,12192,Divorciado
177,Fernando Ferreira,180.379.465-84,pedrolopes@castro.com,(021) 0801-5346,"Lago de Jesus, 622, Confisco, 32882-931 Mendes de Peixoto / RS",1961-05-06,Massoterapeuta,70847,Viúvo
178,Giovanna Cavalcanti,385.920.674-56,bmoraes@barros.net,61 3544-1821,"Trevo de Campos, 1, Vila São Gabriel, 12199830 Oliveira / SE",1939-03-08,Acompanhante,79153,Viúvo
179,Letícia Gonçalves,091.647.253-16,mribeiro@uol.com.br,(081) 5631-0739,"Quadra de Silveira, 98, Miramar, 99232-033 Araújo / AC",1997-04-10,Educador integrado à saúde pública,40294,Divorciado
180,Alice Cardoso,693.482.170-03,carlos-eduardoda-luz@dias.com,(081) 6403-9285,"Colônia Maysa Ribeiro, Santo André, 74509493 da Mata / DF",1989-05-20,Anestesiologista,67902,Casado
181,Srta. Daniela Sales,876.540.931-01,carvalhoantonio@pinto.org,+55 (084) 1864 6433,"Colônia Moraes, 6, Vila Paris, 45053-804 Aragão das Pedras / AM",1968-09-18,Atleta de arremesso de peso,73144,Divorciado
182,Sra. Gabriela Moraes,029.175.634-43,obarbosa@cardoso.br,(051) 3751-6118,"Vale de Campos, Vera Cruz, 17623539 Almeida Alegre / RR",1951-11-10,Contramestre em transporte marítimo,87043,Divorciado
183,Nathan Cardoso,605.439.278-65,ana-livianunes@ig.com.br,41 8735 6525,"Distrito Vinicius Gomes, 536, Capitão Eduardo, 14662609 da Conceição / SE",1945-08-25,Copeiro,46443,Divorciado
184,Nina Alves,324.758.960-00,da-costasamuel@pinto.net,+55 (081) 9546-2191,"Loteamento Emilly Silva, 44, Tirol, 72039-372 Duarte / PB",1937-06-01,Angiologista,95462,Viúvo
185,Raquel Rezende,013.582.476-17,ana62@oliveira.br,11 9971 6195,"Trevo Maria Cecília Duarte, 90, Cidade Jardim Taquaril, 33823568 Castro de Minas / PI",1949-09-13,Vistoriador de sinistros,37452,Divorciado
186,Isaac Cardoso,073.825.461-44,isabelalmeida@barbosa.com,31 4434-3173,"Via Pietro Nogueira, 165, Palmares, 64148939 Lopes / AC",2005-09-09,Bibliotecário,88810,Viúvo
187,Stella Freitas,578.193.064-75,goncalvesbryan@da.com,+55 (051) 9807 0387,"Largo de Rezende, Centro, 89287194 Pinto do Norte / AL",1935-12-11,Armador,29318,Solteiro
188,Alícia Silva,279.108.435-50,heloisa32@cardoso.com,(021) 5556 9699,"Rodovia Giovanna Caldeira, 864, São Luiz, 17973338 Rezende da Serra / BA",1986-12-25,Produtor de audio visual,90633,Solteiro
189,Sr. Juan Cardoso,239.540.817-41,mda-cunha@bol.com.br,0800 895 3526,"Setor Nogueira, 66, Bela Vitoria, 75643080 Lima do Campo / SP",1984-05-24,Acupunturista,30247,Divorciado
190,Dra. Helena Almeida,350.784.916-00,uribeiro@hotmail.com,+55 (041) 6506-4797,"Esplanada Ana Vitória Pinto, Nossa Senhora Da Conceição, 38684082 Novaes / MS",1972-12-24,Enólogo,17342,Divorciado
191,Giovanna Silva,248.067.139-96,vnascimento@bol.com.br,+55 41 8352 1549,"Estação Melissa Costela, 4, Vila Jardim São José, 29966-628 Costa / AC",1994-10-05,Kite-surfer,43184,Casado
192,Gustavo Cunha,573.480.291-32,gabriellycardoso@goncalves.br,+55 (031) 2848 9043,"Núcleo de Costa, 3, Santa Cruz, 97169659 Moura da Serra / MA",1970-12-05,Tecnólogo em produção Sucroalcooleira,5410,Solteiro
193,Dra. Pietra Costela,439.260.517-52,juliaferreira@yahoo.com.br,+55 (051) 2145-7923,"Lago Ramos, 27, Marilandia, 98628-372 Ferreira / GO",1996-04-04,Ventríloquo,98510,Viúvo
194,Giovanna Viana,431.058.976-66,moreiracaio@bol.com.br,71 5464 6756,"Vale Rodrigo da Luz, 207, Itapoa, 41679577 Farias da Serra / TO",2002-03-11,Limpador de vidros,62557,Viúvo
195,Srta. Bárbara Porto,376.904.528-92,helenapires@barros.com,+55 31 4812-1163,"Aeroporto Azevedo, 5, Palmares, 56197195 Novaes da Prata / PR",1935-03-23,Piloto de avião,85680,Solteiro
196,Mariane Mendes,984.153.076-75,joao-guilherme07@bol.com.br,+55 11 5714 9612,"Rodovia de Cardoso, 51, Bonfim, 93515-547 Cunha / MA",2007-01-18,Engenheiro de materiais,37093,Viúvo
197,Luiz Gustavo Correia,630.594.871-20,alexandre03@oliveira.org,+55 31 1041-7871,"Núcleo Lorena Ribeiro, 913, Vila Maloca, 14372000 Barros do Sul / PA",1999-01-16,Técnico em rede,33626,Divorciado
198,Felipe Moreira,408.536.192-98,joao-pedrooliveira@lopes.org,+55 (031) 4188 7188,"Conjunto Bernardo da Costa, 2, Vitoria Da Conquista, 55149723 Cardoso Paulista / PE",1948-02-14,Topógrafo,25779,Solteiro
199,Dr. Luiz Fernando Melo,864.172.590-30,vieiraluiz-henrique@barros.net,(031) 5734-7355,"Condomínio Costa, 94, Vila Da Amizade, 45358354 Martins / ES",1990-05-11,Radialista,17919,Solteiro
200,Sarah Peixoto,289.410.763-31,esantos@ramos.br,0900-472-7577,"Fazenda Otávio da Cunha, 61, Vila Suzana Segunda Seção, 11817-503 da Luz das Flores / DF",1992-04-08,Caminhoneiro,71272,Solteiro
201,Júlia Duarte,840.132.956-60,azevedogabriel@da.com,61 8160-8131,"Recanto Aragão, 160, Serra, 81310-057 Lopes do Norte / MS",1979-07-14,Jogador de golfe,27985,Viúvo
202,Cecília Fogaça,641.037.859-93,pda-costa@yahoo.com.br,+55 21 7967-7437,"Quadra de Ramos, 5, Xangri-Lá, 40487184 Teixeira do Campo / AC",1981-02-20,Coloproctologista,49334,Solteiro
203,Sra. Helena Silva,890.754.312-79,thomas24@castro.br,(051) 5489 6218,"Distrito Lopes, 114, Conjunto Bonsucesso, 65285478 da Mota de Souza / BA",1980-04-21,Apontador de mão-de-obra,26732,Casado
204,Kevin da Luz,247.068.931-78,daniela29@silva.com,+55 41 8102 8441,"Condomínio Pires, 24, Vila Boa Vista, 67474-791 Peixoto de Azevedo / MG",2005-09-30,Guarda roupeiro,27322,Casado
205,Bryan Aragão,356.047.289-00,da-cunhaemanuella@da.com,(081) 7746 3676,"Setor de Martins, 17, São Damião, 69317743 Correia do Galho / CE",1966-08-11,Diretor de fotografia,39878,Casado
206,Sr. Vitor Silva,690.738.125-77,cmonteiro@bol.com.br,11 4232-9374,"Esplanada Nunes, São José, 73586084 Porto Paulista / PB",1980-11-05,Treinador,98868,Solteiro
207,Fernando Vieira,508.417.923-05,dviana@hotmail.com,+55 (021) 6959-2659,"Quadra Pires, 16, Beira Linha, 22101-774 Cavalcanti de das Neves / ES",1988-01-02,Profissional de marketing,46907,Solteiro
208,Srta. Isabel Nunes,419.875.063-75,ana-claravieira@gmail.com,+55 81 0728-3478,"Praia de Cardoso, 67, Ademar Maldonado, 19429-224 Campos do Galho / TO",1956-04-10,Kite-surfer,36098,Viúvo
209,Mariane da Luz,568.714.902-30,hda-mota@gmail.com,(021) 2848-8595,"Alameda Costa, 92, Leticia, 78207746 Lima / SE",1942-08-28,Atuário,15032,Viúvo
210,Vitor Jesus,143.209.587-05,martinsluiz-miguel@farias.br,(084) 5708-8686,"Avenida da Luz, 52, Minas Caixa, 22892780 Ribeiro do Campo / ES",1980-05-24,Engenheiro de energia,13813,Viúvo
211,Rodrigo Teixeira,916.205.438-42,igorrodrigues@gomes.com,0500 232 6288,"Quadra Nathan Melo, 82, Manacas, 24810292 Oliveira do Norte / CE",1943-05-25,Geradorista,8075,Divorciado
212,Pedro Miguel Pinto,417.098.263-04,evelyn32@gmail.com,0500 847 6444,"Estação Guilherme Vieira, 19, Unidas, 51880046 Cavalcanti de Castro / PB",1941-01-11,Engenheiro acústico,29384,Divorciado
213,Gabriela Cardoso,075.482.319-97,joanamoreira@jesus.org,+55 11 3488 8406,"Campo de Cardoso, 7, Rio Branco, 51315-412 Porto / RJ",2000-11-15,Assistente administrativo,4315,Viúvo
214,Amanda Melo,826.351.740-08,vsilveira@bol.com.br,61 6889 7973,"Trecho Campos, 79, Conjunto Califórnia Ii, 84980-575 Viana / AM",1946-04-27,Procurador de justiça,88324,Viúvo
215,Ana Lívia Nunes,710.536.294-43,kaique31@souza.org,81 8745 4071,"Ladeira de da Cunha, 52, Cruzeiro, 88410-622 Costa do Sul / DF",1971-02-12,Tatuador,74197,Viúvo
216,Lucas Azevedo,642.058.971-11,hmoraes@da.net,21 5519 3744,"Avenida Bianca da Rosa, 97, Vila Da Paz, 29189-795 Fernandes / GO",1992-08-18,Gerente de vendas,41475,Solteiro
217,Laura Gomes,164.085.729-01,ana-vitoria13@nunes.org,0800 412 4373,"Passarela Thomas Moraes, 992, Jonas Veiga, 15769-417 Lopes / RN",2006-05-12,Estofador,28770,Casado
218,Davi Costa,038.471.659-84,manuela00@yahoo.com.br,+55 (081) 4059 5414,"Favela de Oliveira, União, 92738-576 Melo de Melo / AP",1935-01-04,Controller,37675,Casado
219,Yago Alves,678.930.245-00,matheussantos@rezende.net,71 9557 1356,"Via de Silva, 47, Silveira, 74376770 Ribeiro de Cardoso / CE",1935-11-20,Geólogo,3784,Solteiro
220,Eduarda Castro,950.813.476-39,isabellypinto@moraes.br,71 2419 1529,"Vila Rezende, 207, Piraja, 44737-162 Novaes / RJ",1988-05-18,Educador integrado à saúde pública,93203,Divorciado
221,Sr. Fernando Gomes,023.487.159-88,daniel28@hotmail.com,+55 (031) 3562 9861,"Vale Bianca Azevedo, 51, Capitão Eduardo, 92113035 Campos / PR",1953-11-10,Paisagista,36097,Divorciado
222,Evelyn Novaes,827.536.149-46,emanuel44@yahoo.com.br,+55 (061) 6680 4219,"Estrada Alícia Nogueira, 4, Aparecida, 28186-140 Mendes de da Cunha / SP",1942-09-11,Dentista,9368,Casado
223,Sra. Ana Júlia Freitas,794.562.380-83,isadoracorreia@nascimento.br,+55 (021) 0139 7160,"Vereda de Viana, 1, Providencia, 46010299 Mendes da Serra / ES",1991-03-29,Quitandeiro,61879,Casado
224,Bianca Costela,291.538.047-32,sophie37@das.net,71 0594-8816,"Lagoa de Moura, 32, Andiroba, 83789-475 Viana / MA",2006-11-22,Salgadeira,37159,Solteiro
225,Vitor Hugo Pires,137.052.689-02,vieiraheitor@yahoo.com.br,0900-466-2192,"Fazenda Rezende, Boa União 2ª Seção, 58406522 Teixeira / AP",1960-03-06,DJ,1104,Solteiro
226,Amanda da Luz,801.954.762-20,andre09@uol.com.br,84 8838-0353,"Núcleo da Rosa, Vila Canto Do Sabiá, 27574929 Dias de Campos / PA",1989-04-01,Diagramador,57196,Divorciado
227,Maria Eduarda Viana,425.183.906-42,yasmin93@bol.com.br,+55 11 4884-3595,"Morro Ana Lívia da Rocha, 2, Conjunto Floramar, 53090273 Mendes / AC",1997-09-23,Técnico de gesso,88064,Divorciado
228,Enrico Peixoto,462.385.790-56,fernandabarros@ribeiro.com,+55 (061) 1571 9553,"Trecho de Oliveira, 745, Floresta, 95733-663 Novaes / SP",1942-11-28,Auditor,31847,Casado
229,Juliana Cunha,895.410.736-20,benjaminmelo@hotmail.com,61 8128-9400,"Alameda de Vieira, 691, Grajaú, 93276304 Santos / RS",2001-10-20,Arranjador musical,68527,Divorciado
230,Alexia Farias,078.249.563-00,alana07@hotmail.com,(031) 6657 7203,"Trecho Arthur Novaes, 35, Heliopolis, 02465-263 Jesus da Mata / SE",1969-12-14,Compositor,20834,Viúvo
231,Vitor Gabriel Ferreira,359.784.210-05,marina03@pinto.com,+55 (031) 0222-7360,"Rua Moura, 929, Milionario, 07937467 da Cunha de Almeida / MG",1974-02-23,Leiloeiro,93361,Divorciado
232,Kaique Moreira,452.317.869-00,joao-miguelbarros@yahoo.com.br,+55 71 7282 4545,"Fazenda de Freitas, 230, Granja Werneck, 57660-596 da Conceição de Rezende / ES",1972-05-13,DJ,99845,Divorciado
233,Vitor Pereira,864.175.230-71,yviana@ig.com.br,61 0147 3329,"Aeroporto Gabriel Ferreira, Minas Brasil, 35975058 Almeida do Galho / AP",1935-01-22,Vendedor,42877,Casado
234,Nicole Teixeira,915.264.037-06,davi-luccapinto@correia.org,+55 (084) 2969 7706,"Condomínio Gomes, 427, Piraja, 17434156 Gomes da Serra / AL",1951-11-11,Sapateiro,21089,Solteiro
235,Melissa Pinto,846.921.703-87,ferreirastella@gmail.com,41 9961 4756,"Viela Barros, 26, Vila Nova Cachoeirinha 3ª Seção, 03510383 Mendes / MS",1984-11-22,Argumentista,55542,Divorciado
236,Vitor Hugo da Cruz,327.859.406-10,viniciusda-mata@gmail.com,+55 (031) 0925-4586,"Trecho Costa, 19, São Sebastião, 31229599 Novaes / AM",1979-04-04,Líder comunitário,25535,Divorciado
237,Davi Luiz da Conceição,425.630.781-80,benjaminda-mata@gmail.com,+55 21 3286-1468,"Morro Rafael Costa, 62, São Lucas, 41905211 Nascimento de Fogaça / TO",1980-05-16,Camelô,26496,Viúvo
238,Alexia Cavalcanti,481.059.326-60,fernandesclarice@hotmail.com,(084) 1273 9408,"Passarela de Jesus, 189, Alípio De Melo, 13090-623 das Neves / SC",1938-12-21,Karateca,56930,Viúvo
239,Dr. Daniel Moraes,479.018.263-04,rochalucas-gabriel@cavalcanti.com,+55 (031) 6061-7079,"Lago de Vieira, 88, Xangri-Lá, 38630609 Duarte Grande / DF",1990-02-12,Fotógrafo,70422,Solteiro
240,Sophie Lopes,193.025.874-79,nuneskamilly@ramos.br,+55 (081) 2721-2838,"Trecho da Cunha, 87, São Jorge 3ª Seção, 55054-151 Moura da Mata / CE",1964-01-26,Escriturário,62450,Casado
241,Daniel Costa,139.560.827-02,emilly84@da.br,51 2340 2349,"Trecho de Azevedo, 43, Nova Cintra, 45900721 Azevedo Verde / MG",2000-03-31,Guitarrista,68744,Casado
242,Sr. Theo Melo,732.109.658-03,yagocastro@da.net,81 7657 3594,"Chácara Thales Mendes, 79, Vila Sumaré, 05490-240 Moura / SE",1951-11-12,Profissional de relações internacionais,76766,Divorciado
243,Ana Júlia Jesus,164.937.502-61,silvacaroline@gmail.com,61 3449-8474,"Setor Souza, 83, Laranjeiras, 66060-370 da Cruz da Mata / PR",1976-04-06,Técnico de gesso,53458,Casado
