id,nome,cpf,email,telefone,endereco,data_nascimento,profissao,salario,estado_civil
128,Heloísa Jesus,049.635.217-25,leticia95@example.com,(011) 5305-2660,"Lagoa de Andrade, 159, Nova Vista, 90922-800 Sousa / MT",1979-03-18,Guitarrista,12636.0,Viúvo(a)
129,Isabel Viana,320.548.179-88,alexiamoreira@example.com,+55 (081) 6923-2057,"Colônia Rodrigues, 62, Caiçara - Adelaide, 36866-954 Sales da Mata / CE",1937-05-19,Contabilista,691.5,Viúvo(a)
130,Benício Farias,026.378.415-08,cauanogueira@example.com,+55 (081) 6615 3032,"Distrito de Gonçalves, 87, Biquinhas, 48676760 Guerra do Oeste / SP",1976-10-24,Manicure,11394.0,Casado(a)
131,Emilly Moraes,739.615.042-61,rafael09@example.org,+55 (031) 5960 9270,"Trecho Fogaça, Barão Homem De Melo 3ª Seção, 52690423 Freitas das Pedras / PA",1991-12-05,Juiz de direito,7255.5,Viúvo(a)
132,Ana Liz Lopes,831.529.470-97,nribeiro@example.com,21 1310 5438,"Chácara de da Paz, 74, Santa Lúcia, 24030-018 Dias / AC",1954-07-23,Empregado doméstico,12078.0,Viúvo(a)
133,Sr. Emanuel Moreira,942.163.807-78,ana21@example.net,51 0483 6318,"Feira Guerra, Paraíso, 70515-096 Costa / AC",2002-10-21,Arquiteto,2251.5,Casado(a)
134,Rafaela Sampaio,524.391.607-25,costaenzo-gabriel@example.com,+55 21 0257-0191,"Passarela da Rosa, 91, Vila Puc, 47464-862 Cassiano / AL",1941-11-16,Ciclista,13758.0,Viúvo(a)
135,Sr. Francisco Souza,205.687.941-76,thalesda-mata@example.net,21 7019 7095,"Esplanada Pedro Miguel Silva, 39, Ambrosina, 89631-897 da Cruz do Amparo / AL",1985-02-14,Quiropraxista,2566.5,Solteiro(a)
136,Samuel Castro,752.496.081-67,ana-juliabarbosa@example.org,+55 (011) 8484-7707,"Área da Cunha, 10, Bonsucesso, 83667936 Vieira Alegre / SC",1970-01-26,Fotógrafo,2322.0,Casado(a)
137,Camila Viana,743.601.589-39,araujoian@example.com,+55 31 1249 0831,"Condomínio Souza, 29, Alto Vera Cruz, 66953-646 Gonçalves / TO",1959-07-23,Conferente de carga e descarga,7542.0,Casado(a)
138,José Almeida,428.716.930-13,mendesluisa@example.net,+55 (021) 2377-5654,"Favela Azevedo, 5, Renascença, 17590856 Cirino da Prata / ES",1947-06-10,Jardineiro,11551.5,Casado(a)
139,Davi Barbosa,256.073.489-38,pintoeloa@example.net,+55 (071) 3775-9045,"Estrada Siqueira, 132, Conjunto Providencia, 79089040 Sousa do Amparo / CE",1973-08-30,Tecnólogo em automação industrial,13438.5,Viúvo(a)
140,João Pedro Novaes,647.935.801-57,hellena11@example.org,+55 (084) 0162-1394,"Estrada de Alves, 61, Novo Tupi, 73568-197 Freitas de Minas / CE",1945-12-22,Sociólogo,12693.0,Solteiro(a)
141,Davi Miguel Moraes,934.680.175-10,otavioda-cruz@example.com,21 8908 9210,"Ladeira de Moura, 1, Frei Leopoldo, 11127-638 Pinto / AP",1941-12-11,Fotógrafo,9771.0,Divorciado(a)
142,Otávio Guerra,068.347.529-00,theopeixoto@example.com,11 6592 3981,"Praia de Guerra, 68, Acaba Mundo, 72388-497 Vargas Paulista / RJ",1992-01-28,Cientista de alimentos,11028.0,Divorciado(a)
143,Vinícius Cassiano,093.576.812-21,tcasa-grande@example.com,(061) 0485 2966,"Estação Benjamim Montenegro, Marmiteiros, 43968869 da Rosa / PE",1949-01-30,Cineasta,7674.0,Divorciado(a)
144,Luiz Felipe Porto,123.075.964-61,diogo67@example.org,+55 41 6520-6226,"Largo Thomas Rocha, 27, Santa Rita, 60010238 Rios do Oeste / RS",2004-06-29,Técnico em desporto,11340.0,Viúvo(a)
145,Cecilia Garcia,796.108.243-31,gviana@example.net,+55 11 7338-1319,"Vila de Rezende, 670, Grajaú, 55309-192 Borges / AL",1944-03-01,Gourmet,13705.5,Viúvo(a)
146,João Alves,390.576.821-68,santosluiz-miguel@example.net,+55 51 9843 6388,"Feira Guilherme Castro, 45, Vila Pinho, 53940-768 Gonçalves de das Neves / AC",1971-10-14,Arrumadeira,9310.5,Solteiro(a)
147,Julia Costa,923.560.174-61,gomesantonio@example.org,+55 (061) 7148 6543,"Loteamento de Pinto, 5, Grota, 09735-874 Rodrigues / AL",1991-12-21,Barman,5362.5,Viúvo(a)
148,Alexia Vasconcelos,241.976.385-82,antonyda-mota@example.net,21 4549 1843,"Via de Fonseca, 454, Conjunto Taquaril, 59968439 Castro / RO",1986-05-07,Ferreiro,990.0,Solteiro(a)
149,Ester Silveira,790.164.582-20,bda-luz@example.net,(021) 7359-8117,"Viaduto de Azevedo, 8, Madri, 36273897 Lima de Minas / PA",1956-07-22,Pediatra,13947.0,Divorciado(a)
150,Lara Sousa,698.751.432-19,taparecida@example.net,+55 (051) 3214 8676,"Morro Ravi Lucca Camargo, 97, Sion, 57170758 Pastor / MG",1989-08-31,Engenheiro industrial,8155.5,Divorciado(a)
151,Alexandre Moraes,901.785.643-20,erick15@example.com,+55 61 7931 1252,"Área de Melo, 3, Vila Formosa, 98575-493 Leão do Campo / MT",1986-04-17,Urologista,13944.0,Viúvo(a)
152,Ana Clara Santos,406.938.125-24,joaocampos@example.org,+55 (084) 0592-8841,"Largo Benicio Rodrigues, 64, Outro, 48403-622 Pires do Sul / MG",1934-11-12,Gourmet,13552.5,Casado(a)
153,Benício Cunha,684.239.701-40,camila42@example.net,+55 (061) 8881-2273,"Recanto Maria Laura Moraes, 289, Marilandia, 26341521 Costa de Aragão / SP",1938-06-18,Defensor Público,13893.0,Viúvo(a)
154,Erick Mendonça,514.096.782-02,azevedoliam@example.net,81 6902 1845,"Travessa Benício Mendes, 21, Vila Atila De Paiva, 39118476 Abreu do Campo / RS",2003-04-09,Cinematográfo,12889.5,Solteiro(a)
155,Mateus Silveira,985.614.320-98,da-motagael@example.org,21 1026 5914,"Residencial Alice Oliveira, 90, Vila Satélite, 61958489 Casa Grande da Praia / MT",1938-06-17,Psicopedagogo,14524.5,Solteiro(a)
156,André Ribeiro,278.931.056-40,rael93@example.net,+55 (041) 2692-8400,"Setor de Campos, 31, Vila Atila De Paiva, 26198-092 Carvalho / PI",1998-09-16,Aeronauta,9163.5,Viúvo(a)
157,Bella Silva,958.031.246-05,carolinaguerra@example.com,+55 21 9194 6758,"Núcleo de Farias, 112, Serra Verde, 28689572 Aragão / AC",2000-07-19,Boxeador,4239.0,Divorciado(a)
158,Elisa Sales,926.748.513-09,bcastro@example.com,0300-857-1732,"Lagoa Carvalho, Vila Antena Montanhês, 99264-551 Caldeira de Monteiro / CE",1965-02-26,Faturista,13093.5,Solteiro(a)
159,Pietra Albuquerque,690.538.417-84,davi71@example.net,+55 (081) 5685-4627,"Lagoa Dante da Mata, 7, Belvedere, 57698-889 Câmara de Moura / AC",1967-01-30,Gestor ambiental,11280.0,Viúvo(a)
160,Rebeca Almeida,174.362.890-04,otto36@example.com,+55 51 5829 3763,"Avenida Pires, 16, São Jorge 1ª Seção, 94357412 da Luz de Alves / CE",1998-06-05,Engenheiro cartográfico,8509.5,Solteiro(a)
161,Luana da Mata,689.312.574-73,matheus03@example.com,+55 (041) 5466 5071,"Travessa Peixoto, Vila Esplanada, 46178211 Borges da Prata / DF",1955-08-17,Gandula,9474.0,Viúvo(a)
162,Sr. Gael Gomes,264.059.813-98,rafaelacamara@example.org,(081) 5915-6905,"Quadra de da Mata, Dona Clara, 93074025 Vargas / PA",1948-03-18,Engenheiro de ergonomia,8821.5,Solteiro(a)
163,Gael Henrique Farias,873.641.509-00,da-cunhaisabel@example.net,+55 (061) 1074 8986,"Setor de Campos, 71, Granja Werneck, 58413128 da Paz de Ribeiro / MA",1991-06-30,Quadrinista,6208.5,Solteiro(a)
164,Sara Siqueira,835.621.049-60,zpimenta@example.org,84 7119 0928,"Sítio Moura, 973, Providencia, 57134-589 Pastor / CE",1995-07-31,Engenheiro de controle e automação,11202.0,Divorciado(a)
165,Luana da Luz,156.903.842-24,mendeserick@example.com,+55 41 8425-8235,"Rodovia da Mota, 39, Grotinha, 24195520 Almeida de Machado / SP",2003-09-27,Trilheiro ou músico de cinema,1321.5,Viúvo(a)
166,Srta. Rebeca Vieira,342.981.576-28,rmoraes@example.org,+55 (011) 3723 0410,"Morro Sales, 177, Penha, 25027274 Nascimento do Sul / MG",1943-09-25,Cientista de alimentos,12007.5,Divorciado(a)
167,Lara Ramos,381.704.956-01,maysacampos@example.com,(011) 9775-0890,"Estrada da Cruz, 928, Bairro Das Indústrias Ii, 15650-558 Cavalcante Grande / AL",1952-05-30,Pára-quedista,6838.5,Casado(a)
168,Mirella Castro,968.512.430-24,silveiravitor-hugo@example.org,0300-778-3138,"Morro Pietro Ribeiro, 96, Cardoso, 49492595 Sampaio do Amparo / CE",1951-10-13,Produtor fonográfico,9076.5,Solteiro(a)
169,Maria Luísa Ramos,461.295.837-37,novaesana-laura@example.net,+55 (041) 7253-3149,"Condomínio de da Paz, 41, Santa Helena, 00845-372 Farias / PB",1967-03-30,Engenheiro de computação,13441.5,Viúvo(a)
170,Dr. Marcelo Novaes,927.043.518-05,vitoriacamara@example.org,+55 31 8730-9359,"Residencial Gonçalves, 3, Vila Formosa, 94222770 Garcia / PA",1994-10-16,Presidente da República,3204.0,Viúvo(a)
171,Carlos Eduardo Cassiano,573.604.219-34,alvesantonella@example.org,+55 (021) 2283-3947,"Lagoa de Machado, 981, Vila Dos Anjos, 97402-645 Marques do Sul / SP",1988-07-16,Aviador,14806.5,Casado(a)
172,João Gabriel Farias,249.517.638-00,stellacassiano@example.net,0900-819-2682,"Chácara Lara Rios, 970, Funcionários, 01330-551 Melo / CE",2002-10-13,Tabelião,14871.0,Viúvo(a)
173,Bruno Costa,961.573.042-43,igomes@example.com,(071) 4998-0518,"Fazenda de Rios, 69, Atila De Paiva, 74259500 Novais / AM",1979-06-09,Torneiro mecânico,7566.0,Viúvo(a)
174,Srta. Ana Cecília Peixoto,835.196.270-86,kda-mata@example.org,+55 (041) 5504-6607,"Residencial Barros, 99, Vila Suzana Primeira Seção, 08262497 Macedo / SP",1939-11-06,Historiador,163.5,Divorciado(a)
175,Dr. Yuri da Rosa,138.624.970-03,cirinoclara@example.com,+55 (051) 1480 5514,"Setor Antônio Gonçalves, 19, Conjunto Califórnia I, 44847105 Monteiro de Machado / MT",1939-08-16,Engenheiro de aquicultura,5967.0,Solteiro(a)
176,Evelyn Mendonça,732.860.519-77,cassianoandre@example.net,+55 (071) 2181 6242,"Condomínio de Pinto, Independência, 81440289 Pastor / RO",1947-02-26,Lutador de luta livre,4110.0,Divorciado(a)
177,Nathan Barros,031.795.824-05,heloisaoliveira@example.com,(081) 1059-1386,"Área Sales, 12, São Cristóvão, 93981709 Guerra do Campo / RS",1961-01-12,Engenheiro aeronáutico,11572.5,Solteiro(a)
178,Dra. Emilly Silva,348.562.710-08,qviana@example.org,(081) 6702 6877,"Vale de Guerra, 62, Senhor Dos Passos, 58569-273 Cunha / CE",1993-10-11,Jogador de hóquei,7458.0,Solteiro(a)
179,Heloisa Castro,418.302.965-15,hellenacavalcante@example.com,(081) 8891-8863,"Via Silva, 35, Miramar, 57857403 Rios da Prata / PB",1940-11-08,Fundidor,9141.0,Solteiro(a)
180,João Felipe Abreu,862.709.415-20,isaacda-costa@example.net,+55 41 0312 1129,"Campo Yago da Conceição, 7, Ouro Preto, 11208-176 Jesus de Araújo / RS",1936-01-01,Judoca,11092.5,Viúvo(a)
181,Sabrina Sampaio,902.785.341-04,upastor@example.net,0500 107 6650,"Viaduto Camargo, 85, Jardim Montanhês, 53665-013 Carvalho / RO",1965-09-08,Tecelão,684.0,Casado(a)
182,Maria Fernanda da Paz,749.183.650-00,caldeiraluna@example.org,84 6285 8335,"Condomínio Peixoto, 947, Nova Granada, 11472562 Andrade / RN",1954-12-03,Arqueólogo,7030.5,Casado(a)
183,Calebe Ferreira,342.609.751-61,udas-neves@example.net,61 1281-1406,"Rua de Duarte, 36, Monte Azul, 24379039 da Mota do Oeste / AM",1962-05-26,Militar da Marinha,11529.0,Divorciado(a)
184,Maria Luiza Campos,170.569.428-49,psilveira@example.org,+55 (084) 5688 2342,"Aeroporto Cardoso, 88, Outro, 32801964 Pacheco / MA",1998-07-20,Profissional de manutenção industrial,4906.5,Solteiro(a)
185,Enzo Gabriel Cavalcanti,587.462.031-17,mariahfogaca@example.org,61 5292-7903,"Pátio de Albuquerque, 1, Grotinha, 51288988 Cavalcante de Araújo / SE",1937-04-11,Diretor de cinema,10093.5,Solteiro(a)
186,Heloisa Pires,982.437.610-04,eduardacardoso@example.org,11 6535-9507,"Morro de Souza, 53, Bonsucesso, 39169526 Viana / SE",1976-07-07,Hostess,1099.5,Casado(a)
187,Vinicius Mendes,829.610.573-02,silveirayago@example.org,0500 826 2753,"Fazenda de Moraes, 8, Vila Nova Gameleira 3ª Seção, 20527-732 Novaes / GO",1985-12-03,Florista,14115.0,Solteiro(a)
188,Heloisa Ramos,901.432.786-22,luiz-gustavofarias@example.com,+55 (041) 9214 5520,"Vereda Théo Sá, 8, Campo Alegre, 65656455 Costa / MS",1957-03-24,Investigador particular,12441.0,Casado(a)
189,Benício Aragão,375.140.826-62,lorenzoduarte@example.com,(071) 0708 1031,"Loteamento de Moraes, 773, Vila De Sá, 79250066 da Cruz / PE",1981-12-22,Zelador,3183.0,Divorciado(a)
190,Vitor Mendonça,378.495.601-75,kmacedo@example.com,+55 (084) 3299-5183,"Parque de Cardoso, 57, Estrela, 25186-506 Ferreira de Siqueira / PR",1974-03-26,Guia turistico,13009.5,Solteiro(a)
191,Vitor Castro,384.250.796-83,bryansampaio@example.org,+55 (081) 8987 9508,"Alameda Costa, 57, Bairro Das Indústrias Ii, 14158-803 Rocha / RS",1990-08-01,Escultor,4987.5,Divorciado(a)
192,Dra. Manuella Nascimento,748.053.962-29,laviniaferreira@example.com,21 4077 4119,"Praia João Lucas Pacheco, 551, Ribeiro De Abreu, 98494-280 Macedo do Galho / PI",2004-07-30,Gestor de qualidade,1177.5,Casado(a)
193,Maria Fernanda Camargo,219.756.043-34,augusto50@example.org,+55 (051) 1150 3552,"Conjunto Leão, 13, Castelo, 29486-734 Vargas / PA",1984-03-04,Sexólogo,7336.5,Viúvo(a)
194,Vitor Hugo Aparecida,936.841.752-00,oliver55@example.org,(061) 7713 4342,"Morro da Cunha, 1, Jardim Leblon, 45658-448 Alves da Praia / SE",1953-01-11,Cenotécnico,12817.5,Divorciado(a)
195,Maria Sophia Farias,423.906.518-60,laura29@example.org,+55 81 0686 0301,"Lago Vargas, 851, Lindéia, 10855-060 Carvalho dos Dourados / RO",1995-06-09,Servente-de-obras,420.0,Solteiro(a)
196,Ágatha da Cruz,068.725.941-01,maria-helena76@example.com,(081) 7496-8275,"Rua de Novaes, 37, São Jorge 3ª Seção, 55454-643 Gonçalves / RR",2007-02-12,Auxiliar administrativo,11229.0,Divorciado(a)
197,Henry Mendonça,478.362.905-65,vitoria51@example.com,+55 84 1909 6447,"Conjunto Duarte, 18, Santo Agostinho, 31824111 Monteiro / AP",2007-11-05,Cientista social,4545.0,Casado(a)
198,Ana Julia Barros,378.026.491-96,brunamelo@example.org,0800 701 3043,"Quadra de da Conceição, 3, Inconfidência, 19887391 Caldeira / SP",1938-09-06,Tecnólogo em produção de bebidas,8853.0,Casado(a)
199,Nicolas Monteiro,625.794.810-01,xviana@example.com,+55 (021) 0646-8027,"Esplanada de Sá, 17, Conjunto Capitão Eduardo, 98202342 Monteiro do Sul / AC",1936-05-02,General,7173.0,Casado(a)
200,Dr. Carlos Eduardo Andrade,573.201.864-62,theopeixoto@example.com,+55 (071) 0313 0180,"Estrada de Ramos, Itatiaia, 23965184 Sampaio do Norte / MA",1953-05-11,Inspetor,4908.0,Solteiro(a)
201,Ana Lívia Nogueira,063.854.792-00,maria-julia11@example.com,+55 (051) 0583-9634,"Trevo Ana Sales, 59, Leonina, 31175-557 da Luz de Borges / TO",1959-12-29,Cientista,4123.5,Solteiro(a)
202,Luiz Otávio Fogaça,083.147.692-31,sampaioemanuelly@example.net,+55 (021) 8754-8404,"Colônia Danilo Casa Grande, 6, Maravilha, 55327-999 Albuquerque / SE",1949-01-07,Inspetor,9133.5,Casado(a)
203,Benicio Guerra,256.341.987-55,rda-cunha@example.org,21 6123-0174,"Largo de Borges, 59, Nova Cachoeirinha, 12780787 Campos / AM",1952-07-14,Filósofo,10885.5,Casado(a)
204,Breno Fogaça,478.260.591-94,sophiarios@example.com,(084) 3397 5920,"Largo de Montenegro, 76, Belmonte, 22640634 Gomes / PB",1959-04-09,Deputado,13009.5,Divorciado(a)
205,Bárbara Moraes,012.369.458-24,vgomes@example.com,+55 11 0677-7809,"Praia Correia, 13, Ipiranga, 73765-005 Sampaio / DF",1965-03-01,Pecuarista,13162.5,Viúvo(a)
206,Melissa Costela,908.726.534-47,isabela45@example.com,+55 81 7714 6320,"Passarela Farias, 333, Candelaria, 60702343 Silva do Sul / ES",1977-11-17,Perito judicial,6262.5,Divorciado(a)
207,Manuela Azevedo,836.719.204-40,benjamimgomes@example.net,0800 824 8004,"Loteamento Almeida, 68, Santa Cruz, 47831-628 Macedo de Câmara / MT",1979-10-15,Obstetra,141.0,Viúvo(a)
208,Davi Luiz Cunha,735.296.814-82,yan29@example.org,+55 (031) 5807 2944,"Colônia Sampaio, 91, Jardim São José, 53506-815 Sampaio / SE",1961-02-28,Esgrimista,915.0,Casado(a)
209,Fernanda Abreu,295.643.718-64,alexandrecunha@example.org,+55 11 7420-4409,"Rua Freitas, 5, Jardim Felicidade, 90191-647 Montenegro / AP",1947-09-24,Técnico em hardware,9882.0,Divorciado(a)
210,Thiago Viana,801.976.543-39,liam62@example.com,+55 71 1093 8565,"Loteamento de Lima, 80, Engenho Nogueira, 60599015 Campos / RS",1990-09-16,Técnico de som,1188.0,Viúvo(a)
211,Maria Eduarda Cardoso,107.648.259-76,kcavalcante@example.net,31 2711-9026,"Estrada Cassiano, Vila Sumaré, 00550773 Rezende / AL",2007-05-04,Engenheiro de alimentos,7735.5,Viúvo(a)
212,Maria Cecília Barbosa,208.493.675-65,kaiqueda-rocha@example.net,71 9368-9165,"Estação Brito, Vila São Rafael, 39831478 Costela / MT",1948-09-17,Mestre-de-obras,697.5,Viúvo(a)
213,Srta. Maria Helena Moura,324.568.791-55,daragao@example.org,(011) 2534-9571,"Distrito Catarina Rocha, 6, Camargos, 68764034 Machado / SE",1971-10-04,Engenheiro têxtil,14472.0,Casado(a)
214,Valentim Machado,943.517.280-60,moraesmarcela@example.net,(084) 5413-1561,"Vila Machado, 38, Minas Caixa, 15288923 Sousa da Praia / CE",1982-04-04,Podólogo,10459.5,Viúvo(a)
215,Vinicius Moura,450.297.168-58,ceciliaferreira@example.com,0500 941 6497,"Loteamento de Cirino, 51, Vila Santa Monica 2ª Seção, 35717240 Sales / MA",1949-01-30,Síndico,240.0,Divorciado(a)
216,Cauê Sousa,857.963.041-00,luiza30@example.net,84 5735 3408,"Favela Maria Julia Ferreira, 66, Vila Havaí, 38295224 Monteiro dos Dourados / MS",2003-07-21,Bibliotecário,6972.0,Solteiro(a)
217,João Guerra,629.148.037-96,josecardoso@example.com,81 9161 4082,"Recanto Thomas Moraes, 26, Novo Das Industrias, 63842171 Vargas / PE",1957-07-05,Jardineiro,13453.5,Viúvo(a)
218,Maria Luísa Moreira,580.394.172-79,lopespedro-henrique@example.com,+55 11 7268-4267,"Morro Beatriz Ribeiro, 18, São Luiz, 23249-374 Viana da Serra / RN",1990-04-18,Sociólogo,3235.5,Casado(a)
219,Vicente Rezende,364.250.187-71,vitor52@example.net,(081) 2216-5553,"Núcleo Gomes, 47, Universo, 13795055 Fonseca / AL",1963-08-22,Clarinetista,11656.5,Viúvo(a)
220,Davi Lucca Freitas,209.318.675-68,danielcamara@example.net,+55 (071) 7522-7691,"Lagoa de Sales, 940, Ermelinda, 97220-464 Araújo / RR",1983-09-17,Corregedor de justiça,820.5,Solteiro(a)
221,Dr. Anthony Gabriel da Mata,438.276.950-74,maria-alice80@example.org,+55 21 7946-1827,"Vereda Diogo Andrade, 82, Vila Nova, 75675-377 Gomes / AC",1980-04-07,Cientista de alimentos,11410.5,Casado(a)
222,Bryan Castro,187.069.234-96,wmelo@example.net,21 8797-8165,"Feira Brito, 5, Horto Florestal, 91238-558 Farias / PI",1974-03-11,Lutador de karatê,3844.5,Solteiro(a)
223,Bento Montenegro,183.275.064-71,gustavo-henrique90@example.net,0900-096-9329,"Campo de Casa Grande, 70, Vila Piratininga, 02403816 Fernandes da Prata / TO",1988-09-07,Meeiro,10459.5,Casado(a)
224,Emanuelly Porto,269.053.478-92,luccacasa-grande@example.org,21 6696 5111,"Núcleo de Jesus, 990, Vila Suzana Primeira Seção, 13891-883 Peixoto / MT",1989-04-21,Figurinista,11541.0,Divorciado(a)
225,Rodrigo Cassiano,235.467.910-61,macedorafael@example.com,(061) 7171-5114,"Vale da Mata, 884, Ventosa, 37851-345 Fogaça / PE",1949-08-13,Filósofo,13165.5,Solteiro(a)
226,Nina Pacheco,214.857.093-50,juanborges@example.org,31 2540 5639,"Viela João Lucas Cirino, Olhos D'água, 36116-006 Vargas / GO",1952-07-08,Eletricista de automóveis,2166.0,Casado(a)
227,Sophia Caldeira,520.634.179-70,dsiqueira@example.org,+55 21 2275 5882,"Lagoa Sophia Caldeira, 960, Santana Do Cafezal, 68193-842 Costela / RN",2004-10-01,Barman,1356.0,Solteiro(a)
228,Anthony Ramos,807.213.945-23,garciamurilo@example.org,0300 548 8109,"Praia Gonçalves, 45, São Gabriel, 87119686 Mendes Paulista / PR",1960-08-31,Prático,2536.5,Solteiro(a)
229,Laura Cunha,207.153.698-30,antonysampaio@example.com,(011) 8015 9737,"Jardim de Lopes, 1, Vila Copasa, 62073-144 Guerra da Serra / DF",1976-02-12,Supervisor,14302.5,Casado(a)
230,Maria Liz Andrade,194.237.608-13,maria-helenaporto@example.com,+55 84 3866 0766,"Área Cecília Sales, 7, União, 77489-934 da Cunha / PA",1964-05-07,Operador de bombas,276.0,Divorciado(a)
231,Caroline Pereira,256.093.781-68,da-conceicaojosue@example.org,+55 61 6038-2713,"Favela de Duarte, 79, Pirineus, 10532-217 Ribeiro da Serra / RJ",1982-05-18,Cardiologista,14673.0,Divorciado(a)
232,Joaquim Vasconcelos,270.593.461-80,theobarros@example.org,(061) 4235 4965,"Quadra Gabriel Andrade, 48, Granja De Freitas, 25835-470 Almeida da Serra / PR",1963-08-08,Eletricista de automóveis,3519.0,Solteiro(a)
233,Agatha Correia,472.053.189-04,nascimentomanuela@example.com,(031) 3562-4877,"Colônia Garcia, 23, Vila Aeroporto Jaraguá, 94098-580 Pimenta Alegre / PI",1997-10-16,Engenheiro agrícola,825.0,Casado(a)
234,Dra. Sabrina Nogueira,614.935.027-43,ana-sophia20@example.org,+55 (071) 3406 8780,"Setor Thomas Oliveira, 17, Rio Branco, 09232654 Vargas / AL",1957-10-27,Marketeiro,9399.0,Divorciado(a)
235,Sr. João Gabriel das Neves,617.952.408-49,agatha74@example.net,+55 (061) 8225-9843,"Vereda de Melo, 56, Vila Dos Anjos, 83163975 Duarte Alegre / RR",2006-06-16,Caça-talentos/Olheiro,14163.0,Viúvo(a)
236,Zoe Siqueira,450.829.317-41,qferreira@example.com,(071) 4480-8281,"Via Lopes, 1, Vila Independencia 1ª Seção, 46414-704 Costa / PB",1995-05-09,Frentista,9891.0,Solteiro(a)
237,Lunna Gonçalves,150.742.386-17,maria-fernandagoncalves@example.org,(061) 5679-4058,"Aeroporto Clara Duarte, 94, Olhos D'água, 63200-622 Santos / DF",1970-09-08,Fisioterapeuta,2121.0,Solteiro(a)
238,Sr. Pedro Nogueira,873.961.024-13,lucas86@example.com,(041) 3263-6403,"Feira Vitor Hugo Ferreira, 125, Providencia, 18292512 Lima / PI",1982-02-05,Tecnólogo em produção moveleira,3997.5,Solteiro(a)
239,Thomas Pimenta,517.648.903-10,heloisamoura@example.net,+55 (041) 8228 9016,"Rodovia Maria Luiza Ramos, 99, Cidade Jardim Taquaril, 77432329 Lima Paulista / SE",1960-12-01,Governador,13920.0,Viúvo(a)
